Source	Species	Organ	Matrix	Tx	standard.name	Name	Major Class	Class	Abbreviation	Saturation	Highest Saturation Degree	Cluster	Subclass	Chain Length	Chain Type	Subclass 2	synthesis.pathway	label	label.saturation
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-16:1_22:4)	PE O-38:5|PE O-16:1_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-16:1_22:4)	PE O-38:5|PE O-16:1_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-16:1_24:4)	PE O-40:5|PE O-16:1_24:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	24	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-16:2_20:4)	PE O-36:6|PE O-16:2_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-17:1_18:1)	PE O-35:2|PE O-17:1_18:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-17:1_18:2)	PE O-17:1_18:2 	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	Unknown	Unknown	Unsaturated pPE-Unknown	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-17:1_20:4)	PE O-17:1_20:4 	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	Unknown	Unknown	Unsaturated pPE-Unknown	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-17:1_20:4)	PE O-37:5|PE O-17:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-17:1_22:4)	PE O-39:5|PE O-17:1_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-17:1_22:5)	PE O-39:6|PE O-17:1_22:5	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-17:1_22:6)	PE O-39:7|PE O-17:1_22:6	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	7	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-18:0/16:0)	PE(O-18:0/16:0)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Saturated	0	Saturated pPE	Saturated pPE	16	LCFA	Saturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Saturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/16:0)	PE(O-18:0/16:0)_A	Glycerophospholipids	Phosphatidylethanolamine	pPE	Saturated	0	Saturated pPE	Saturated pPE	16	LCFA	Saturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Saturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/16:0)	PE(O-18:0/16:0)_B	Glycerophospholipids	Phosphatidylethanolamine	pPE	Saturated	0	Saturated pPE	Saturated pPE	16	LCFA	Saturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Saturated.Plasmenylphosphatidylethanolamine
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	PE(O-18:0/18:0)	PE(O-18:0_18:0)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Saturated	0	Saturated pPE	Saturated pPE	18	LCFA	Saturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Saturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-18:0/18:1)	PE(O-18:0/18:1)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/18:1)	PE(O-18:0/18:1)_A	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/18:1)	PE(O-18:0/18:1)_B	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-18:0/18:2)	PE(O-18:0/18:2)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/18:2)	PE(O-18:0/18:2)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-18:0/20:3)	PE(O-18:0/20:3)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	3	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/20:3)	PE(O-18:0/20:3)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	3	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/20:4)	PE(O-18:0/20:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	PE(O-18:0/22:4)	PE(O-18:0_22:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-18:0/22:4)	PE(O-18:0/22:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-18:0/22:4)	PE(O-18:0/22:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:0_16:0)	PE O-34:0|PE O-18:0_16:0	Glycerophospholipids	Phosphatidylethanolamine	pPE	Saturated	0	Saturated pPE	Saturated pPE	18	LCFA	Saturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Saturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:0_18:1)	PE O-36:1|PE O-18:0_18:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:0_18:2)	PE O-36:2|PE O-18:0_18:2	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:0_20:1)	PE O-38:1|PE O-18:0_20:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:0_20:3)	PE O-38:3|PE O-18:0_20:3	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	3	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:0_20:4)	PE O-38:4|PE O-18:0_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:0_22:4)	PE O-40:4|PE O-18:0_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:0_22:4)	PE O-40:4|PE O-18:0_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:0_22:5)	PE O-40:5|PE O-18:0_22:5	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-18:1_16:0)	PE O-18:1_16:0 	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	Unknown	Unknown	Unsaturated pPE-Unknown	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_16:0)	PE O-34:1|PE O-18:1_16:0	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	16	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:1_16:0)	PE O-34:1|PE O-18:1_16:0	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	16	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_18:0)	PE O-36:1|PE O-18:1_18:0	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_18:1)	PE O-36:2|PE O-18:1_18:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_18:2)	PE O-36:3|PE O-18:1_18:2	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-18:1_20:3)	PE O-18:1_20:3 	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	3	Polyunsaturated pPE	Unsaturated pPE	Unknown	Unknown	Unsaturated pPE-Unknown	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_20:3)	PE O-38:4|PE O-18:1_20:3	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	3	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_20:4)	PE O-38:5|PE O-18:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:1_22:3)	PE O-40:4|PE O-18:1_22:3	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_22:4)	PE O-40:5|PE O-18:1_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:1_22:4)	PE O-40:5|PE O-18:1_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:1_22:5)	PE O-40:6|PE O-18:1_22:5	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:1_22:5)	PE O-40:6|PE O-18:1_22:5	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-18:1_22:6)	PE O-18:1_22:6 	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	Unknown	Unknown	Unsaturated pPE-Unknown	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-18:1_22:6)	PE-O 18:1_22:6 	Glycerophospholipids	Plasmenylphosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:1_22:6)	PE O-40:7|PE O-18:1_22:6	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	7	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:1_24:6)	PE O-42:7|PE O-18:1_24:6	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	7	Polyunsaturated pPE	Unsaturated pPE	24	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:2_18:1)	PE O-36:3|PE O-18:2_18:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:2_18:2)	PE O-36:4|PE O-18:2_18:2	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-18:2_20:4)	PE O-38:6|PE O-18:2_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:2_22:4)	PE O-40:6|PE O-18:2_22:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:2_22:5)	PE O-40:7|PE O-18:2_22:5	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	7	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:2_22:6)	PE O-40:8|PE O-18:2_22:6	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	8	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:3_20:4)	PE O-38:7|PE O-18:3_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	7	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:3_22:5)	PE O-40:8|PE O-18:3_22:5	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	8	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-18:3_22:6)	PE O-40:9|PE O-18:3_22:6	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	9	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-19:1_20:4)	PE O-39:5|PE O-19:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-19:1_22:6)	PE O-41:7|PE O-19:1_22:6	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	7	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-20:0/18:1)	PE(O-20:0/18:1)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-20:0/18:2)	PE(O-20:0/18:2)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-20:0/22:4)	PE(O-20:0/22:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-20:1_18:2)	PE O-20:1_18:2 	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	Unknown	Unknown	Unsaturated pPE-Unknown	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
